checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,default,age_group,amount_bucket,debt_burden,credit_hist_score,checking_score,risk_score,risk_segment
A13,12,A32,A43,1297,A61,A73,3,A94,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,1,0,18-24,Low,3.89,2,1,1.39,Low Risk
A11,12,A32,A40,900,A65,A73,4,A94,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,2,1,18-24,Low,3.6,2,4,2.27,Medium Risk
A14,21,A32,A42,2241,A61,A75,4,A93,A101,2,A121,50,A143,A152,2,A173,1,A191,A201,1,0,45-59,Medium,8.96,2,3,2.37,Medium Risk
A12,6,A33,A42,1050,A61,A71,4,A93,A101,1,A122,35,A142,A152,2,A174,1,A192,A201,1,0,35-44,Low,4.2,3,2,2.12,Medium Risk
A13,6,A34,A46,1047,A61,A73,2,A92,A101,4,A122,50,A143,A152,1,A172,1,A191,A201,1,0,45-59,Low,2.09,1,1,0.86,Low Risk
A14,24,A34,A410,6314,A61,A71,4,A93,A102,2,A124,27,A141,A152,2,A174,1,A192,A201,1,0,25-34,High,25.26,1,3,2.8,Medium Risk
A12,30,A31,A42,3496,A64,A73,4,A93,A101,2,A123,34,A142,A152,1,A173,2,A192,A201,1,0,25-34,Medium,13.98,3,2,2.85,Medium Risk
A14,48,A31,A49,3609,A61,A73,1,A92,A101,1,A121,27,A142,A152,1,A173,1,A191,A201,1,0,25-34,Medium,3.61,3,3,2.37,Medium Risk
A11,12,A34,A40,4843,A61,A75,3,A93,A102,4,A122,43,A143,A151,2,A173,1,A192,A201,2,1,35-44,Medium,14.53,1,4,2.69,Medium Risk
A13,30,A34,A43,3017,A61,A75,4,A93,A101,4,A122,47,A143,A152,1,A173,1,A191,A201,1,0,45-59,Medium,12.07,1,1,1.61,Low Risk
A14,24,A34,A49,4139,A62,A73,3,A93,A101,3,A122,27,A143,A152,2,A172,1,A192,A201,1,0,25-34,Medium,12.42,1,3,2.23,Medium Risk
A14,36,A32,A49,5742,A62,A74,2,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1,0,25-34,High,11.48,2,3,2.56,Medium Risk
A14,60,A32,A40,10366,A61,A75,2,A93,A101,4,A122,42,A143,A152,1,A174,1,A192,A201,1,0,35-44,High,20.73,2,3,3.2,High Risk
A14,6,A34,A40,2080,A63,A73,1,A94,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,1,0,18-24,Medium,2.08,1,3,1.46,Low Risk
A14,21,A33,A49,2580,A63,A72,4,A93,A101,2,A121,41,A141,A152,1,A172,2,A191,A201,2,1,35-44,Medium,10.32,3,3,2.87,Medium Risk
A14,30,A34,A43,4530,A61,A74,4,A92,A101,4,A123,26,A143,A151,1,A174,1,A192,A201,1,0,25-34,Medium,18.12,1,3,2.66,Medium Risk
A14,24,A34,A42,5150,A61,A75,4,A93,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,1,0,25-34,High,20.6,1,3,2.8,Medium Risk
A12,72,A32,A43,5595,A62,A73,2,A94,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,2,1,18-24,High,11.19,2,2,2.24,Medium Risk
A11,24,A32,A43,2384,A61,A75,4,A93,A101,4,A121,64,A141,A151,1,A172,1,A191,A201,1,0,60+,Medium,9.54,2,4,2.72,Medium Risk
A14,18,A32,A43,1453,A61,A72,3,A92,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,1,0,25-34,Low,4.36,2,3,2.03,Medium Risk
A14,6,A32,A46,1538,A61,A72,1,A92,A101,2,A124,56,A143,A152,1,A173,1,A191,A201,1,0,45-59,Low,1.54,2,3,1.82,Low Risk
A14,12,A32,A43,2279,A65,A73,4,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,1,0,35-44,Medium,9.12,2,3,2.38,Medium Risk
A14,15,A33,A43,1478,A61,A73,4,A94,A101,3,A121,33,A141,A152,2,A173,1,A191,A201,1,0,25-34,Low,5.91,3,3,2.54,Medium Risk
A14,24,A34,A43,5103,A61,A72,3,A94,A101,3,A124,47,A143,A153,3,A173,1,A192,A201,1,0,45-59,High,15.31,1,3,2.45,Medium Risk
A12,36,A33,A49,9857,A62,A74,1,A93,A101,3,A122,31,A143,A152,2,A172,2,A192,A201,1,0,25-34,High,9.86,3,2,2.54,Medium Risk
A14,60,A32,A40,6527,A65,A73,4,A93,A101,4,A124,34,A143,A153,1,A173,2,A192,A201,1,0,25-34,High,26.11,2,3,3.2,High Risk
A13,10,A34,A43,1347,A65,A74,4,A93,A101,2,A122,27,A143,A152,2,A173,1,A192,A201,1,0,25-34,Low,5.39,1,1,1.1,Low Risk
A12,36,A33,A40,2862,A62,A75,4,A93,A101,3,A124,30,A143,A153,1,A173,1,A191,A201,1,0,25-34,Medium,11.45,3,2,2.66,Medium Risk
A14,9,A32,A43,2753,A62,A75,3,A93,A102,4,A123,35,A143,A152,1,A173,1,A192,A201,1,0,35-44,Medium,8.26,2,3,2.32,Medium Risk
A11,12,A32,A40,3651,A64,A73,1,A93,A101,3,A122,31,A143,A152,1,A173,2,A191,A201,1,0,25-34,Medium,3.65,2,4,2.27,Medium Risk
A11,15,A34,A42,975,A61,A73,2,A91,A101,3,A122,25,A143,A152,2,A173,1,A191,A201,1,0,25-34,Low,1.95,1,4,1.75,Low Risk
A12,15,A32,A45,2631,A62,A73,3,A92,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,1,0,25-34,Medium,7.89,2,2,1.99,Low Risk
A12,24,A32,A43,2896,A62,A72,2,A93,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,1,0,25-34,Medium,5.79,2,2,1.83,Low Risk
A11,6,A34,A40,4716,A65,A72,1,A93,A101,3,A121,44,A143,A152,2,A172,2,A191,A201,1,0,35-44,Medium,4.72,1,4,1.95,Low Risk
A14,24,A32,A43,2284,A61,A74,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,1,0,25-34,Medium,9.14,2,3,2.39,Medium Risk
A14,6,A32,A41,1236,A63,A73,2,A93,A101,4,A122,50,A143,A151,1,A173,1,A191,A201,1,0,45-59,Low,2.47,2,3,1.89,Low Risk
A12,12,A32,A43,1103,A61,A74,4,A93,A103,3,A121,29,A143,A152,2,A173,1,A191,A202,1,0,25-34,Low,4.41,2,2,1.73,Low Risk
A14,12,A34,A40,926,A61,A71,1,A92,A101,2,A122,38,A143,A152,1,A171,1,A191,A201,1,0,35-44,Low,0.93,1,3,1.37,Low Risk
A14,18,A34,A43,1800,A61,A73,4,A93,A101,2,A123,24,A143,A152,2,A173,1,A191,A201,1,0,18-24,Low,7.2,1,3,1.84,Low Risk
A13,15,A32,A46,1905,A61,A75,4,A93,A101,4,A123,40,A143,A151,1,A174,1,A192,A201,1,0,35-44,Low,7.62,2,1,1.67,Low Risk
A14,12,A32,A42,1123,A63,A73,4,A92,A101,4,A123,29,A143,A151,1,A172,1,A191,A201,2,1,25-34,Low,4.49,2,3,2.04,Medium Risk
A11,48,A34,A41,6331,A61,A75,4,A93,A101,4,A124,46,A143,A153,2,A173,1,A192,A201,2,1,45-59,High,25.32,1,4,3.1,High Risk
A13,24,A32,A43,1377,A62,A75,4,A92,A101,2,A124,47,A143,A153,1,A173,1,A192,A201,1,0,45-59,Low,5.51,2,1,1.51,Low Risk
A12,30,A33,A49,2503,A62,A75,4,A93,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,1,0,35-44,Medium,10.01,3,2,2.55,Medium Risk
A12,27,A32,A49,2528,A61,A72,4,A92,A101,1,A122,32,A143,A152,1,A173,2,A192,A201,1,0,25-34,Medium,10.11,2,2,2.16,Medium Risk
A14,15,A32,A40,5324,A63,A75,1,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,1,0,35-44,High,5.32,2,3,2.1,Medium Risk
A12,48,A32,A40,6560,A62,A74,3,A93,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,2,1,18-24,High,19.68,2,2,2.88,Medium Risk
A12,12,A30,A42,2969,A61,A72,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,2,1,25-34,Medium,11.88,4,2,3.09,High Risk
A12,9,A32,A43,1206,A61,A75,4,A92,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,1,0,25-34,Low,4.82,2,2,1.76,Low Risk
A12,9,A32,A43,2118,A61,A73,2,A93,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,1,0,35-44,Medium,4.24,2,2,1.72,Low Risk
A14,18,A34,A43,629,A63,A75,4,A93,A101,3,A122,32,A141,A152,2,A174,1,A192,A201,1,0,25-34,Low,2.52,1,3,1.49,Low Risk
A11,6,A31,A46,1198,A61,A75,4,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,2,1,35-44,Low,4.79,3,4,2.76,Medium Risk
A14,21,A32,A41,2476,A65,A75,4,A93,A101,4,A121,46,A143,A152,1,A174,1,A192,A201,1,0,45-59,Medium,9.9,2,3,2.44,Medium Risk
A11,9,A34,A43,1138,A61,A73,4,A93,A101,4,A121,25,A143,A152,2,A172,1,A191,A201,1,0,25-34,Low,4.55,1,4,1.94,Low Risk
A12,60,A32,A40,14027,A61,A74,4,A93,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,2,1,25-34,High,56.11,2,2,2.9,Medium Risk
A14,30,A34,A41,7596,A65,A75,1,A93,A101,4,A123,63,A143,A152,2,A173,1,A191,A201,1,0,60+,High,7.6,1,3,1.87,Low Risk
A14,30,A34,A43,3077,A65,A75,3,A93,A101,2,A123,40,A143,A152,2,A173,2,A192,A201,1,0,35-44,Medium,9.23,1,3,1.99,Low Risk
A14,18,A32,A43,1505,A61,A73,4,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,1,0,25-34,Low,6.02,2,3,2.15,Medium Risk
A13,24,A34,A43,3148,A65,A73,3,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1,0,25-34,Medium,9.44,1,1,1.41,Low Risk
A12,20,A30,A41,6148,A62,A75,3,A94,A101,4,A123,31,A141,A152,2,A173,1,A192,A201,1,0,25-34,High,18.44,4,2,3.58,High Risk
A13,9,A30,A43,1337,A61,A72,4,A93,A101,2,A123,34,A143,A152,2,A174,1,A192,A201,2,1,25-34,Low,5.35,4,1,2.3,Medium Risk
A12,6,A31,A46,433,A64,A72,4,A92,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,2,1,18-24,Low,1.73,3,2,1.93,Low Risk
A11,12,A32,A40,1228,A61,A73,4,A92,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,2,1,18-24,Low,4.91,2,4,2.37,Medium Risk
A12,9,A32,A43,790,A63,A73,4,A92,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,1,0,60+,Low,3.16,2,2,1.64,Low Risk
A14,27,A32,A40,2570,A61,A73,3,A92,A101,3,A121,21,A143,A151,1,A173,1,A191,A201,2,1,18-24,Medium,7.71,2,3,2.28,Medium Risk
A14,6,A34,A40,250,A64,A73,2,A92,A101,2,A121,41,A141,A152,2,A172,1,A191,A201,1,0,35-44,Low,0.5,1,3,1.34,Low Risk
A14,15,A34,A43,1316,A63,A73,2,A94,A101,2,A122,47,A143,A152,2,A172,1,A191,A201,1,0,45-59,Low,2.63,1,3,1.5,Low Risk
A11,18,A32,A43,1882,A61,A73,4,A92,A101,4,A123,25,A141,A151,2,A173,1,A191,A201,2,1,25-34,Low,7.53,2,4,2.56,Medium Risk
A12,48,A31,A49,6416,A61,A75,4,A92,A101,3,A124,59,A143,A151,1,A173,1,A191,A201,2,1,45-59,High,25.66,3,2,3.3,High Risk
A13,24,A34,A49,1275,A64,A73,2,A91,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,1,0,35-44,Low,2.55,1,1,0.89,Low Risk
A12,24,A33,A43,6403,A61,A72,1,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1,0,25-34,High,6.4,3,2,2.28,Medium Risk
A11,24,A32,A43,1987,A61,A73,2,A93,A101,4,A121,21,A143,A151,1,A172,2,A191,A201,2,1,18-24,Low,3.97,2,4,2.3,Medium Risk
A12,8,A32,A43,760,A61,A74,4,A92,A103,2,A121,44,A143,A152,1,A172,1,A191,A201,1,0,35-44,Low,3.04,2,2,1.63,Low Risk
A14,24,A32,A41,2603,A64,A73,2,A92,A101,4,A123,28,A143,A151,1,A173,1,A192,A201,1,0,25-34,Medium,5.21,2,3,2.09,Medium Risk
A14,4,A34,A40,3380,A61,A74,1,A92,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,1,0,35-44,Medium,3.38,1,3,1.55,Low Risk
A12,36,A31,A44,3990,A65,A72,3,A92,A101,2,A124,29,A141,A152,1,A171,1,A191,A201,1,0,25-34,Medium,11.97,3,2,2.7,Medium Risk
A12,24,A32,A41,11560,A61,A73,1,A92,A101,4,A123,23,A143,A151,2,A174,1,A191,A201,2,1,18-24,High,11.56,2,2,2.27,Medium Risk
A11,18,A32,A40,4380,A62,A73,3,A93,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,1,0,35-44,Medium,13.14,2,4,2.99,Medium Risk
A14,6,A34,A40,6761,A61,A74,1,A93,A101,3,A124,45,A143,A152,2,A174,2,A192,A201,1,0,45-59,High,6.76,1,3,1.81,Low Risk
A12,30,A30,A49,4280,A62,A73,4,A92,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,2,1,25-34,Medium,17.12,4,2,3.48,High Risk
A11,24,A31,A40,2325,A62,A74,2,A93,A101,3,A123,32,A141,A152,1,A173,1,A191,A201,1,0,25-34,Medium,4.65,3,4,2.75,Medium Risk
A12,10,A31,A43,1048,A61,A73,4,A93,A101,4,A121,23,A142,A152,1,A172,1,A191,A201,1,0,18-24,Low,4.19,3,2,2.11,Medium Risk
A14,21,A32,A43,3160,A65,A75,4,A93,A101,3,A122,41,A143,A152,1,A173,1,A192,A201,1,0,35-44,Medium,12.64,2,3,2.65,Medium Risk
A11,24,A31,A42,2483,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1,0,18-24,Medium,9.93,3,4,3.14,High Risk
A11,39,A34,A42,14179,A65,A74,4,A93,A101,4,A122,30,A143,A152,2,A174,1,A192,A201,1,0,25-34,High,56.72,1,4,3.1,High Risk
A11,13,A34,A49,1797,A61,A72,3,A93,A101,1,A122,28,A141,A152,2,A172,1,A191,A201,1,0,25-34,Low,5.39,1,4,2.0,Medium Risk
A11,15,A32,A40,2511,A61,A71,1,A92,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,1,0,18-24,Medium,2.51,2,4,2.19,Medium Risk
A11,12,A32,A40,1274,A61,A72,3,A92,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,2,1,35-44,Low,3.82,2,4,2.29,Medium Risk
A14,21,A32,A41,5248,A65,A73,1,A93,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,1,0,25-34,High,5.25,2,3,2.09,Medium Risk
A14,15,A32,A41,3029,A61,A74,2,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1,0,25-34,Medium,6.06,2,3,2.15,Medium Risk
A11,6,A32,A42,428,A61,A75,2,A92,A101,1,A122,49,A141,A152,1,A173,1,A192,A201,1,0,45-59,Low,0.86,2,4,2.06,Medium Risk
A11,18,A32,A40,976,A61,A72,1,A92,A101,2,A123,23,A143,A152,1,A172,1,A191,A201,2,1,18-24,Low,0.98,2,4,2.07,Medium Risk
A12,12,A32,A49,841,A62,A74,2,A92,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,1,0,18-24,Low,1.68,2,2,1.53,Low Risk
A14,30,A34,A43,5771,A61,A74,4,A92,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1,0,25-34,High,23.08,1,3,2.8,Medium Risk
A14,12,A33,A45,1555,A64,A75,4,A93,A101,4,A124,55,A143,A153,2,A173,2,A191,A201,2,1,45-59,Low,6.22,3,3,2.57,Medium Risk
A11,24,A32,A40,1285,A65,A74,4,A92,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,2,1,25-34,Low,5.14,2,4,2.39,Medium Risk
A13,6,A34,A40,1299,A61,A73,1,A93,A101,1,A121,74,A143,A152,3,A171,2,A191,A202,1,0,60+,Low,1.3,1,1,0.8,Low Risk
A13,15,A34,A43,1271,A65,A73,3,A93,A101,4,A124,39,A143,A153,2,A173,1,A192,A201,2,1,35-44,Low,3.81,1,1,0.99,Low Risk
A14,24,A32,A40,1393,A61,A73,2,A93,A103,2,A121,31,A143,A152,1,A173,1,A192,A201,1,0,25-34,Low,2.79,2,3,1.91,Low Risk
A11,12,A34,A40,691,A61,A75,4,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,2,1,35-44,Low,2.76,1,4,1.81,Low Risk
A14,15,A34,A40,5045,A65,A75,1,A92,A101,4,A123,59,A143,A152,1,A173,1,A192,A201,1,0,45-59,High,5.04,1,3,1.68,Low Risk
A11,18,A34,A42,2124,A61,A73,4,A92,A101,4,A121,24,A143,A151,2,A173,1,A191,A201,2,1,18-24,Medium,8.5,1,4,2.24,Medium Risk
A11,12,A32,A43,2214,A61,A73,4,A93,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,1,0,18-24,Medium,8.86,2,4,2.66,Medium Risk
A14,21,A34,A40,12680,A65,A75,4,A93,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,2,1,25-34,High,50.72,1,3,2.8,Medium Risk
A14,24,A34,A40,2463,A62,A74,4,A94,A101,3,A122,27,A143,A152,2,A173,1,A192,A201,1,0,25-34,Medium,9.85,1,3,2.04,Medium Risk
A12,12,A32,A43,1155,A61,A75,3,A94,A103,3,A121,40,A141,A152,2,A172,1,A191,A201,1,0,35-44,Low,3.46,2,2,1.66,Low Risk
A11,30,A32,A42,3108,A61,A72,2,A91,A101,4,A122,31,A143,A152,1,A172,1,A191,A201,2,1,25-34,Medium,6.22,2,4,2.47,Medium Risk
A14,10,A32,A41,2901,A65,A72,1,A92,A101,4,A121,31,A143,A151,1,A173,1,A191,A201,1,0,25-34,Medium,2.9,2,3,1.92,Low Risk
A12,12,A34,A42,3617,A61,A75,1,A93,A101,4,A123,28,A143,A151,3,A173,1,A192,A201,1,0,25-34,Medium,3.62,1,2,1.27,Low Risk
A14,12,A34,A43,1655,A61,A75,2,A93,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,1,0,60+,Low,3.31,1,3,1.55,Low Risk
A11,24,A32,A41,2812,A65,A75,2,A92,A101,4,A121,26,A143,A151,1,A173,1,A191,A201,1,0,25-34,Medium,5.62,2,4,2.42,Medium Risk
A11,36,A34,A46,8065,A61,A73,3,A92,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,2,1,25-34,High,24.2,1,4,3.1,High Risk
A14,21,A34,A41,3275,A61,A75,1,A93,A101,4,A123,36,A143,A152,1,A174,1,A192,A201,1,0,35-44,Medium,3.28,1,3,1.55,Low Risk
A14,24,A34,A43,2223,A62,A75,4,A93,A101,4,A122,52,A141,A152,2,A173,1,A191,A201,1,0,45-59,Medium,8.89,1,3,1.97,Low Risk
A13,12,A34,A40,1480,A63,A71,2,A93,A101,4,A124,66,A141,A153,3,A171,1,A191,A201,1,0,60+,Low,2.96,1,1,0.92,Low Risk
A11,24,A32,A40,1371,A65,A73,4,A92,A101,4,A121,25,A143,A151,1,A173,1,A191,A201,2,1,25-34,Low,5.48,2,4,2.41,Medium Risk
A14,36,A34,A40,3535,A61,A74,4,A93,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,1,0,35-44,Medium,14.14,1,3,2.36,Medium Risk
A11,18,A32,A43,3509,A61,A74,4,A92,A103,1,A121,25,A143,A152,1,A173,1,A191,A201,1,0,25-34,Medium,14.04,2,4,3.05,High Risk
A14,36,A34,A41,5711,A64,A75,4,A93,A101,2,A123,38,A143,A152,2,A174,1,A192,A201,1,0,35-44,High,22.84,1,3,2.8,Medium Risk
A12,18,A32,A45,3872,A61,A71,2,A92,A101,4,A123,67,A143,A152,1,A173,1,A192,A201,1,0,60+,Medium,7.74,2,2,1.98,Low Risk
A12,39,A34,A43,4933,A61,A74,2,A93,A103,2,A121,25,A143,A152,2,A173,1,A191,A201,2,1,25-34,Medium,9.87,1,2,1.74,Low Risk
A14,24,A34,A40,1940,A64,A75,4,A93,A101,4,A121,60,A143,A152,1,A173,1,A192,A201,1,0,60+,Low,7.76,1,3,1.88,Low Risk
A12,12,A30,A48,1410,A61,A73,2,A93,A101,2,A121,31,A143,A152,1,A172,1,A192,A201,1,0,25-34,Low,2.82,4,2,2.41,Medium Risk
A12,12,A32,A40,836,A62,A72,4,A92,A101,2,A122,23,A141,A152,1,A172,1,A191,A201,2,1,18-24,Low,3.34,2,2,1.65,Low Risk
A12,20,A32,A41,6468,A65,A71,1,A91,A101,4,A121,60,A143,A152,1,A174,1,A192,A201,1,0,60+,High,6.47,2,2,1.89,Low Risk
A12,18,A32,A49,1941,A64,A73,4,A93,A101,2,A122,35,A143,A152,1,A172,1,A192,A201,1,0,35-44,Low,7.76,2,2,1.98,Low Risk
A14,22,A32,A43,2675,A63,A75,3,A93,A101,4,A123,40,A143,A152,1,A173,1,A191,A201,1,0,35-44,Medium,8.02,2,3,2.3,Medium Risk
A14,48,A34,A41,2751,A65,A75,4,A93,A101,3,A123,38,A143,A152,2,A173,2,A192,A201,1,0,35-44,Medium,11.0,1,3,2.12,Medium Risk
A12,48,A33,A46,6224,A61,A75,4,A93,A101,4,A124,50,A143,A153,1,A173,1,A191,A201,2,1,45-59,High,24.9,3,2,3.3,High Risk
A11,40,A34,A46,5998,A61,A73,4,A93,A101,3,A124,27,A141,A152,1,A173,1,A192,A201,2,1,25-34,High,23.99,1,4,3.1,High Risk
A12,21,A32,A49,1188,A61,A75,2,A92,A101,4,A122,39,A143,A152,1,A173,2,A191,A201,2,1,35-44,Low,2.38,2,2,1.58,Low Risk
A14,24,A32,A41,6313,A65,A75,3,A93,A101,4,A123,41,A143,A152,1,A174,2,A192,A201,1,0,35-44,High,18.94,2,3,3.12,High Risk
A14,6,A34,A42,1221,A65,A73,1,A94,A101,2,A122,27,A143,A152,2,A173,1,A191,A201,1,0,25-34,Low,1.22,1,3,1.39,Low Risk
A13,24,A32,A42,2892,A61,A75,3,A91,A101,4,A124,51,A143,A153,1,A173,1,A191,A201,1,0,45-59,Medium,8.68,2,1,1.75,Low Risk
A14,24,A32,A42,3062,A63,A75,4,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,1,0,25-34,Medium,12.25,2,3,2.62,Medium Risk
A14,9,A32,A42,2301,A62,A72,2,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,1,0,18-24,Medium,4.6,2,3,2.04,Medium Risk
A11,18,A32,A41,7511,A65,A75,1,A93,A101,4,A122,51,A143,A153,1,A173,2,A192,A201,2,1,45-59,High,7.51,2,4,2.56,Medium Risk
A14,12,A34,A42,1258,A61,A72,2,A92,A101,4,A122,22,A143,A151,2,A172,1,A191,A201,1,0,18-24,Low,2.52,1,3,1.49,Low Risk
A14,24,A33,A40,717,A65,A75,4,A94,A101,4,A123,54,A143,A152,2,A173,1,A192,A201,1,0,45-59,Low,2.87,3,3,2.32,Medium Risk
A12,9,A32,A40,1549,A65,A72,4,A93,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,1,0,35-44,Low,6.2,2,2,1.86,Low Risk
A14,24,A34,A46,1597,A61,A75,4,A93,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,1,0,45-59,Low,6.39,1,3,1.78,Low Risk
A12,18,A34,A43,1795,A61,A75,3,A92,A103,4,A121,48,A141,A151,2,A172,1,A192,A201,1,0,45-59,Low,5.38,1,2,1.4,Low Risk
A11,20,A34,A42,4272,A61,A75,1,A92,A101,4,A122,24,A143,A152,2,A173,1,A191,A201,1,0,18-24,Medium,4.27,1,4,1.92,Low Risk
A14,12,A34,A43,976,A65,A75,4,A93,A101,4,A123,35,A143,A152,2,A173,1,A191,A201,1,0,35-44,Low,3.9,1,3,1.59,Low Risk
A12,12,A32,A40,7472,A65,A71,1,A92,A101,2,A121,24,A143,A151,1,A171,1,A191,A201,1,0,18-24,High,7.47,2,2,1.96,Low Risk
A11,36,A32,A40,9271,A61,A74,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,2,1,18-24,High,18.54,2,4,3.39,High Risk
A12,6,A32,A43,590,A61,A72,3,A94,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,1,0,25-34,Low,1.77,2,2,1.53,Low Risk
A14,12,A34,A43,930,A65,A75,4,A93,A101,4,A121,65,A143,A152,4,A173,1,A191,A201,1,0,60+,Low,3.72,1,3,1.58,Low Risk
A12,42,A31,A41,9283,A61,A71,1,A93,A101,2,A124,55,A141,A153,1,A174,1,A192,A201,1,0,45-59,High,9.28,3,2,2.5,Medium Risk
A12,15,A30,A40,1778,A61,A72,2,A92,A101,1,A121,26,A143,A151,2,A171,1,A191,A201,2,1,25-34,Low,3.56,4,2,2.47,Medium Risk
A12,8,A32,A49,907,A61,A72,3,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A201,1,0,25-34,Low,2.72,2,2,1.6,Low Risk
A12,6,A32,A43,484,A61,A74,3,A94,A103,3,A121,28,A141,A152,1,A172,1,A191,A201,1,0,25-34,Low,1.45,2,2,1.51,Low Risk
A11,36,A34,A41,9629,A61,A74,4,A93,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,2,1,18-24,High,38.52,1,4,3.1,High Risk
A11,48,A32,A44,3051,A61,A73,3,A93,A101,4,A123,54,A143,A152,1,A173,1,A191,A201,2,1,45-59,Medium,9.15,2,4,2.69,Medium Risk
A11,48,A32,A40,3931,A61,A74,4,A93,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,2,1,45-59,Medium,15.72,2,4,3.18,High Risk
A12,36,A33,A40,7432,A61,A73,2,A92,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,1,0,45-59,High,14.86,3,2,2.91,Medium Risk
A14,6,A32,A44,1338,A63,A73,1,A91,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,1,0,60+,Low,1.34,2,3,1.8,Low Risk
A14,6,A34,A43,1554,A61,A74,1,A92,A101,2,A123,24,A143,A151,2,A173,1,A192,A201,1,0,18-24,Low,1.55,1,3,1.42,Low Risk
A11,36,A32,A410,15857,A61,A71,2,A91,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,1,0,35-44,High,31.71,2,4,3.5,High Risk
A11,18,A32,A43,1345,A61,A73,4,A94,A101,3,A121,26,A141,A152,1,A173,1,A191,A201,2,1,25-34,Low,5.38,2,4,2.4,Medium Risk
A14,12,A32,A40,1101,A61,A73,3,A94,A101,2,A121,27,A143,A152,2,A173,1,A192,A201,1,0,25-34,Low,3.3,2,3,1.95,Low Risk
A13,12,A32,A43,3016,A61,A73,3,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,1,0,18-24,Medium,9.05,2,1,1.78,Low Risk
A11,36,A32,A42,2712,A61,A75,2,A93,A101,2,A122,41,A141,A152,1,A173,2,A191,A201,2,1,35-44,Medium,5.42,2,4,2.41,Medium Risk
A11,8,A34,A40,731,A61,A75,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,1,0,45-59,Low,2.92,1,4,1.82,Low Risk
A14,18,A34,A42,3780,A61,A72,3,A91,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,1,0,35-44,Medium,11.34,1,3,2.15,Medium Risk
A11,21,A34,A40,1602,A61,A75,4,A94,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,1,0,25-34,Low,6.41,1,4,2.08,Medium Risk
